ID,IMSI,IMEI,Citizenship No.,First Name,Last Name,Gender,DOB,Age,Maritial status,Phone no ,Type,Zone,Development Region,District,Latitude,Longitude,E-mail,Subscription date,Start date,End date,SMS,Day Calls,Day Charge,Eve Calls,Eve Charge,Night Calls,Night Charge,Total_calls,Total_charge
469,'429018047396728,'235619617338288,307471562,Evelyn,Jordan,Female,3/19/1992,25,0,9851551036,POSTPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Evelyn.Jordan@gmail.com,9/7/2014,20160101,20160120,0,76,21.13,112,23.55,115,11.28,303,55.96
470,'429015765686801,'312010145204551,717694588,Deborah,Garrett,Female,6/13/1932,85,1,9842578569,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Deborah.Garrett@yahoo.com,6/28/2006,20160101,20160122,8,101,20.23,134,19.55,58,10.66,293,50.44
471,'429016125508201,'739823895329001,618265449,Ann,Turner,Female,9/2/1991,26,0,9845980618,PREPAID,Lumbini,Western,Palpa,27.8253 N,83.6348 E,Ann.Turner@yahoo.com,6/6/2011,20160101,20160112,6,110,27.44,125,18.75,78,11.21,313,57.4
472,'429013950136345,'843210334195752,454883468,Andrew,West,Male,8/11/1982,35,1,9848203719,PREPAID,Mechi,Eastern,Jhapa ,26.6398 N,87.8942 E,Andrew.West@gmail.com,5/27/2005,20160101,20160129,8,97,31.89,118,17.7,101,7.15,316,56.74
473,'429019439897766,'572307969193607,731591984,Margaret,Peterson,Female,3/24/1947,70,1,9843920985,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Margaret.Peterson@yahoo.com,11/1/2004,20160101,20160123,6,69,20.3,92,23.23,153,9.65,314,53.18
474,'429019743245293,'553715777456603,165729359,Pamela,Wright,Female,2/6/1993,24,1,9851782833,POSTPAID,seti,Far-Western,Doti ,29.2006 N,80.8987 E,Pamela.Wright@hotmail.com,1/29/2016,20160101,20160119,0,85,25.6,128,10.12,123,10.48,336,46.2
475,'429014886890951,'748159157051870,181215620,Steven,Cole,Male,4/16/1986,31,1,9846738507,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Steven.Cole@yahoo.com,7/29/2003,20160101,20160126,0,70,35.97,80,18.44,60,6.91,210,61.32
476,'429013205601347,'736312943981222,183305775,Eugene,Welch,Male,3/24/1981,36,1,9846112779,PREPAID,koshi,Eastern,Dhankuta,26.9835 N,87.3215 E,Eugene.Welch@gmail.com,2/6/2006,20160101,20160111,7,91,18.85,115,13.47,131,9.34,337,41.66
477,'429014588088420,'507672598213225,882608257,Keith,Hall,Male,3/17/1956,61,1,9845229630,PREPAID,Lumbini,Western,Palpa,27.8253 N,83.6348 E,Keith.Hall@yahoo.com,4/1/2001,20160101,20160111,12,122,32.59,88,20.52,86,9.16,296,62.27
478,'429018876093031,'329097717846365,843904355,William,Murphy,Male,9/14/1968,49,1,9842583630,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,William.Murphy@gmail.com,6/20/2012,20160101,20160110,0,87,46.16,126,18.39,105,5.45,318,70
479,'429016694370107,'129707939343625,895607121,Michelle,Frazier,Female,10/17/1980,37,1,9842726729,PREPAID,Bagmati,Central,Nuwakot,27.8866 N,85.1479 E,Michelle.Frazier@gmail.com,12/12/2001,20160101,20160118,0,85,32.9,90,18.72,111,12.26,286,63.88
480,'429012839130553,'598227769699948,343693620,Rachel,Turner,Female,1/4/1998,19,0,9851305936,POSTPAID,seti,Far-Western,Bajhang ,29.7767 N,81.2519 E,Rachel.Turner@hotmail.com,11/6/2016,20160101,20160126,0,95,51.66,114,22.18,89,14.04,298,87.88
481,'429013674288842,'513458206166801,824800038,Charles,Fernandez,Male,9/18/1996,21,0,9842292138,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Charles.Fernandez@gmail.com,5/14/2015,20160101,20160112,8,119,23.72,105,24.59,97,5.82,321,54.13
482,'429019366699832,'630844843108312,191341706,Ruby,Lee,Female,6/29/1984,33,1,9851206679,POSTPAID,Sagarmatha,Eastern,Siraha,26.7957 N,86.2971 E,Ruby.Lee@gmail.com,11/24/2009,20160101,20160124,7,78,37.32,94,18.88,92,8.47,264,64.67
483,'429018834031467,'518909926854076,643064224,Ashley,Marshall,Female,5/28/1937,80,1,9842299011,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Ashley.Marshall@yahoo.com,3/5/2000,20160101,20160123,7,75,25.59,93,16.41,93,14.02,261,56.02
484,'429016841155164,'143062281713717,584733780,Gary,Fisher,Male,12/8/1971,46,1,9851101881,POSTPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Gary.Fisher@yahoo.com,1/3/2004,20160101,20160114,0,109,23.9,51,15.18,83,9.76,243,48.84
485,'429017642361450,'961211901987867,709663558,Scott,Schmidt,Male,4/17/2001,16,0,9842965323,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Scott.Schmidt@yahoo.com,3/18/2016,20160101,20160115,9,98,41.45,72,7.13,84,8.09,254,56.67
486,'429014210849248,'429227157768756,562614071,Dennis,Welch,Male,11/14/1993,24,1,9842913697,PREPAID,koshi,Eastern,Dhankuta,26.9835 N,87.3215 E,Dennis.Welch@gmail.com,1/15/2013,20160101,20160111,7,91,35.19,121,13.17,112,11.03,324,59.39
487,'429011469668133,'172993159239675,680928852,Kenneth,Wilson,Male,2/15/1995,22,0,9846566074,PREPAID,Mahakali,Far-Western,Dadeldhura,29.2188 N,80.4994 E,Kenneth.Wilson@gmail.com,6/26/2012,20160101,20160119,0,107,18.75,93,14.15,96,9.1,296,42
488,'429011747518751,'435797716187394,383199281,Amanda,Wagner,Female,1/2/1984,33,1,9842683466,PREPAID,Lumbini,Western,Arghakhanchi,27.9829 N,83.0361 E,Amanda.Wagner@hotmail.com,6/14/2004,20160101,20160118,0,100,37.25,90,20.65,101,7.6,291,65.5
489,'429015547794130,'323089811608405,227602209,Randy,Phillips,Male,9/5/1971,46,1,9845812883,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Randy.Phillips@gmail.com,4/1/2005,20160101,20160110,0,118,14.4,86,21.24,95,8.7,299,44.34
490,'429017244724049,'167864808176242,261279405,Judy,Moreno,Female,12/20/1951,66,1,9843193984,PREPAID,Mechi,Eastern,Jhapa ,26.6398 N,87.8942 E,Judy.Moreno@gmail.com,2/1/2015,20160101,20160126,0,84,43.96,111,18.87,97,14.69,292,77.52
491,'429016810469194,'963519539062537,213047986,Donna,Fields,Female,9/7/1998,19,0,9843078282,PREPAID,seti,Far-Western,Doti ,29.2006 N,80.8987 E,Donna.Fields@hotmail.com,2/6/2015,20160101,20160126,0,104,35.6,78,11.26,123,6.72,305,53.58
492,'429014997132231,'341206860144892,628217127,Brian,Frazier,Male,6/22/1933,84,1,9851760172,POSTPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Brian.Frazier@yahoo.com,7/21/2011,20160101,20160117,8,89,37.43,125,7.51,79,8.79,293,53.73
493,'429012336377967,'525720774850078,141972975,Sarah,Reed,Female,8/24/1993,24,0,9849390206,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Sarah.Reed@yahoo.com,4/3/2015,20160101,20160121,0,64,22.24,116,19.01,108,10.25,288,51.5
494,'429017554613085,'717882614230663,641069113,Maria,Stone,Female,2/9/1945,72,1,9845895734,PREPAID,Mechi,Eastern,Ilam,26.8760 N,87.9335 E,Maria.Stone@gmail.com,4/30/2000,20160101,20160130,0,92,10.59,82,23.38,108,6.24,282,40.21
495,'429012196571324,'902665833635438,306740681,Craig,Alexander,Male,12/16/1978,39,1,9849874973,PREPAID,Bagmati,Central,Kavrepalanchok,27.5259 N,85.5612 E,Craig.Alexander@gmail.com,3/23/2007,20160101,20160111,0,121,35.22,104,24.86,103,10.18,328,70.26
496,'429016419051446,'142148206831201,194904745,Elizabeth,Powell,Female,8/2/1996,21,0,9851833922,POSTPAID,Narayani,Central,Chitwan,27.5291 N,84.3542 E,Elizabeth.Powell@gmail.com,7/15/2012,20160101,20160117,6,94,24.02,108,14.28,84,5.11,286,43.41
497,'429012939035001,'861537462877439,867112931,Charles,Owens,Male,1/23/1962,55,1,9849809244,PREPAID,Lumbini,Western,Gulmi,28.0889 N,83.2934 E,Charles.Owens@yahoo.com,3/19/2006,20160101,20160113,0,86,27.56,86,13.18,87,8.54,259,49.28
498,'429016814500344,'463685241729441,785839159,Gloria,Carr,Female,11/14/1939,78,1,9842482040,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Gloria.Carr@yahoo.com,4/23/2010,20160101,20160127,7,87,19.86,93,15.21,150,8.21,330,43.28
499,'429019080326051,'615607238135045,612452585,William,Adams,Male,8/9/1956,61,1,9849261004,PREPAID,Dhaulagiri,Western,Baglung,28.3683 N,83.2934 E,William.Adams@yahoo.com,5/11/2006,20160101,20160119,0,93,29.5,76,16.5,112,9.36,281,55.36
500,'429013400219472,'335713058593121,777349007,Robert,Daniels,Male,10/2/1990,27,0,9844948691,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Robert.Daniels@gmail.com,9/1/2006,20160101,20160110,9,76,35.87,100,16.07,102,5.54,278,57.48
501,'429015675084525,'118427360958284,530833877,Jacqueline,Banks,Female,10/12/1971,46,1,9847530682,PREPAID,Bheri,Mid-Western,Bardiya,28.3102 N,81.4279 E,Jacqueline.Banks@hotmail.com,11/22/2012,20160101,20160115,0,100,34.6,103,21.05,94,8.74,297,64.39
502,'429013712418389,'936718553437826,260229095,Julie,Burns,Female,6/23/1994,23,0,9843330909,PREPAID,Lumbini,Western,Gulmi,28.0889 N,83.2934 E,Julie.Burns@yahoo.com,11/18/2012,20160101,20160119,6,82,29.1,102,15.78,64,9.15,248,54.03
503,'429017318997284,'615567124858093,535685186,Randy,Williamson,Male,11/16/1979,38,1,9842201357,PREPAID,Bagmati,Central,Nuwakot,27.8866 N,85.1479 E,Randy.Williamson@gmail.com,3/7/2007,20160101,20160118,0,114,27.05,117,19.66,91,6.44,322,53.15
504,'429015732739391,'238259467966358,293478583,Jerry,Price,Male,4/2/1977,40,0,9848051818,PREPAID,Lumbini,Western,Kapilvastu ,27.6542 N,82.9932 E,Jerry.Price@hotmail.com,3/19/2013,20160101,20160128,0,126,41.29,65,17.83,126,10.28,317,69.4
505,'429013705378388,'253319276015545,222651613,Louis,Allen,Male,2/12/1989,28,0,9847461434,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Louis.Allen@yahoo.com,11/28/2004,20160101,20160122,0,78,36.45,100,19.99,107,9.28,285,65.72
506,'429019920054849,'508594967739041,268048583,Aaron,Simmons,Male,12/7/1971,46,1,9851406022,POSTPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Aaron.Simmons@yahoo.com,8/3/2016,20160101,20160124,0,100,25.38,110,17.02,101,10.43,311,52.83
507,'429013852354238,'357044691660137,145150062,Wayne,Fields,Male,11/11/1998,19,0,9851213512,POSTPAID,koshi,Eastern,Dhankuta,26.9835 N,87.3215 E,Wayne.Fields@gmail.com,10/11/2015,20160101,20160113,6,101,34.85,60,12.92,59,7.14,220,54.91
508,'429018937314589,'502875927188242,830166030,Martin,Miller,Male,4/16/1956,61,1,9844519947,PREPAID,Mechi,Eastern,Jhapa ,26.6398 N,87.8942 E,Martin.Miller@gmail.com,5/23/2012,20160101,20160114,6,100,37.25,90,20.65,101,7.6,291,65.5
509,'429014302431090,'900483553342919,496992458,Nicole,Hicks,Female,5/4/1986,31,1,9845602574,PREPAID,koshi,Eastern,Morang,26.6799 N,87.4604 E,Nicole.Hicks@gmail.com,2/23/2002,20160101,20160112,11,112,23.14,96,23.2,104,9.91,312,56.25
510,'429014394041148,'339981489003698,194971345,Carol,Gibson,Female,3/6/1963,54,1,9848504108,PREPAID,Lumbini,Western,Kapilvastu ,27.6542 N,82.9932 E,Carol.Gibson@hotmail.com,1/17/2016,20160101,20160119,0,78,38.74,115,17.64,100,9.53,293,65.91
511,'429014993568916,'922492149783371,343265954,Johnny,Ortiz,Male,1/23/1955,62,1,9847685012,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Johnny.Ortiz@gmail.com,5/20/2009,20160101,20160126,0,87,41.09,101,12.07,68,13,256,66.16
512,'429015164836946,'297351361376254,457989337,Angela,Wells,Female,5/10/1973,44,1,9845516018,PREPAID,Rapti,Mid-Western,Salyan,28.3525 N,82.1278 E,Angela.Wells@hotmail.com,7/2/2014,20160101,20160125,8,127,31.5,73,17.68,124,9.27,324,58.45
513,'429017261572242,'589700626922017,232801692,Walter,Young,Male,3/17/1994,23,0,9848247532,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Walter.Young@gmail.com,7/18/2011,20160101,20160116,0,96,29.6,94,21.34,123,11.59,313,62.53
514,'429018029058689,'974257488041713,239221127,Eric,Gonzales,Male,7/16/1977,40,1,9851257148,POSTPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Eric.Gonzales@gmail.com,10/19/2006,20160101,20160113,0,97,31.37,80,29.89,90,9.71,267,70.97
515,'429018280165905,'316627511451153,253949139,Frank,Ellis,Male,5/18/1994,23,0,9846440382,PREPAID,Narayani,Central,Chitwan,27.5291 N,84.3542 E,Frank.Ellis@gmail.com,11/2/2012,20160101,20160122,8,88,26.62,75,21.05,115,8.65,278,56.32
516,'429015875765494,'209331050850763,705564306,Robin,Wheeler,Female,8/16/1987,30,1,9841940630,PREPAID,seti,Far-Western,Doti ,29.2006 N,80.8987 E,Robin.Wheeler@hotmail.com,9/24/2016,20160101,20160126,7,57,37.5,115,17.94,129,11.21,301,66.65
517,'429018707155825,'532167175113206,888802715,Roger,Willis,Male,7/11/1986,31,1,9845491544,PREPAID,Lumbini,Western,Palpa,27.8253 N,83.6348 E,Roger.Willis@yahoo.com,4/27/2008,20160101,20160112,0,105,20.57,100,22.98,76,7.22,281,50.77
518,'429016207994304,'424789207893484,835444302,Gerald,Dunn,Male,4/13/1985,32,1,9844113222,PREPAID,Mahakali,Far-Western,Darchula,29.8812 N,80.7658 E,Gerald.Dunn@hotmail.com,6/27/2001,20160101,20160129,0,69,25.5,73,24.3,121,8.58,263,58.38
519,'429017234484465,'790659314666515,879475074,Amanda,Mason,Female,2/12/2001,16,0,9843849391,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Amanda.Mason@gmail.com,9/24/2016,20160101,20160118,0,95,30.86,88,17.43,82,9.18,265,57.47
520,'429013230188028,'738358458549113,974791681,Joshua,Morrison,Male,11/10/1966,51,1,9841006766,PREPAID,Lumbini,Western,Arghakhanchi,27.9829 N,83.0361 E,Joshua.Morrison@hotmail.com,4/27/2008,20160101,20160130,0,96,22.9,90,20.05,113,11.71,299,54.66
521,'429011677516754,'613868779781963,705117636,Kathy,Bowman,Female,1/26/1970,47,1,9846911540,PREPAID,Dhaulagiri,Western,Myagdi,28.6029 N,83.3362 E,Kathy.Bowman@yahoo.com,12/4/2007,20160101,20160119,7,129,30.24,87,19.09,102,13.78,318,63.11
522,'429017686869771,'555804899927356,119815973,Kenneth,Anderson,Male,2/26/1962,55,1,9846893297,PREPAID,Sagarmatha,Eastern,Saptari,26.6173 N,86.7014 E,Kenneth.Anderson@gmail.com,5/21/2004,20160101,20160119,0,77,14.59,110,14.05,92,8.03,279,36.67
523,'429015965551275,'739138938359684,714862885,Irene,Alexander,Female,10/10/1947,70,1,9848152792,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Irene.Alexander@gmail.com,9/17/2012,20160101,20160125,0,97,11.12,76,14.3,113,10.62,286,36.04
524,'429016181164470,'338200697293727,262192306,Lawrence,Watkins,Male,11/10/1996,21,0,9841835583,PREPAID,Mechi,Eastern,Ilam,26.8760 N,87.9335 E,Lawrence.Watkins@gmail.com,9/6/2016,20160101,20160118,0,95,34.9,128,14.17,84,10.83,307,59.9
525,'429012192190221,'177667574458936,205024743,Kevin,Roberts,Male,6/23/1990,27,0,9848081185,PREPAID,Narayani,Central,Bara ,27.1341 N,85.0649 E,Kevin.Roberts@gmail.com,5/15/2006,20160101,20160125,13,108,30.86,87,16.74,119,8.42,314,56.02
526,'429019894603558,'764411457437759,910494103,Kathleen,Henderson,Female,3/25/1980,37,1,9851921954,POSTPAID,Lumbini,Western,Palpa,27.8253 N,83.6348 E,Kathleen.Henderson@yahoo.com,3/1/2013,20160101,20160123,0,111,35.22,137,21.6,92,7.62,340,64.44
527,'429015379238432,'643919876461306,812930995,Donald,Rodriguez,Male,6/7/1982,35,1,9849202398,PREPAID,Lumbini,Western,Nawalparasi,27.6498 N,83.8897 E,Donald.Rodriguez@hotmail.com,12/27/2016,20160101,20160113,7,114,35.67,82,14.56,119,6.96,315,57.19
528,'429017641790849,'315021653374513,303510637,Alice,Smith,Female,8/24/1937,80,1,9845763600,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Alice.Smith@yahoo.com,9/30/2003,20160101,20160119,7,112,22.08,83,14.73,130,11.12,325,47.93
529,'429019790206141,'919637008893235,600558674,Patricia,Burns,Female,8/18/1962,55,1,9841221548,PREPAID,Lumbini,Western,Rupandehi ,27.6264 N,83.3789 E,Patricia.Burns@hotmail.com,7/4/2009,20160101,20160124,0,122,17.2,87,12.04,124,8.93,333,38.17
530,'429015422719613,'629807629785775,292943895,Jimmy,Collins,Male,8/23/1989,28,0,9841086681,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Jimmy.Collins@gmail.com,2/2/2007,20160101,20160123,9,94,33.05,95,15.87,90,10.05,279,58.97
531,'429014089185997,'640856029144294,364052540,Joshua,Robertson,Male,4/11/1962,55,1,9843272288,PREPAID,Bagmati,Central,Nuwakot,27.8866 N,85.1479 E,Joshua.Robertson@gmail.com,5/12/2008,20160101,20160125,0,139,28.49,118,9.61,121,11.11,378,49.21
532,'429019387598132,'387795619702196,784963691,James,Spencer,Male,5/13/2000,17,0,9847875387,PREPAID,Mechi,Eastern,Ilam,26.8760 N,87.9335 E,James.Spencer@gmail.com,7/29/2015,20160101,20160121,0,111,16.1,98,13.12,109,9.02,318,38.24
533,'429012240432178,'910992375462479,515326435,Ashley,Wood,Female,3/1/1977,40,1,9847565024,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Ashley.Wood@gmail.com,5/21/2009,20160101,20160111,0,104,42.94,125,14.37,106,7.69,335,65
534,'429015688522608,'894907478301925,918398387,Shirley,Gomez,Female,10/24/1983,34,1,9844279006,PREPAID,Bagmati,Central,Bhaktapur,27.6710 N,85.4298 E,Shirley.Gomez@gmail.com,3/18/2001,20160101,20160116,8,87,46.16,126,18.39,105,5.45,318,70
535,'429011563779895,'882996728093422,973861428,Albert,Schmidt,Male,2/22/1989,28,0,9851486601,POSTPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Albert.Schmidt@gmail.com,1/8/2011,20160101,20160129,0,97,29.89,106,18.49,134,10.69,337,59.07
536,'429011974162651,'780257344644535,492804720,Michael,Wood,Male,10/26/2001,16,0,9846332689,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Michael.Wood@yahoo.com,3/10/2016,20160101,20160115,7,83,26.1,96,18.62,76,10.68,255,55.4
537,'429016927558085,'794211655409337,165339372,Walter,Davis,Male,11/30/1994,23,0,9851887933,POSTPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Walter.Davis@gmail.com,10/7/2016,20160101,20160122,0,70,38.79,80,22.41,60,6.42,210,67.62
538,'429015030615671,'492664907348787,461079950,Stephen,Sanchez,Male,5/11/1991,26,0,9844083144,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Stephen.Sanchez@yahoo.com,10/6/2009,20160101,20160124,0,64,22.24,116,19.01,108,10.25,288,51.5
539,'429017705948812,'295031376821671,531174342,Johnny,Burton,Male,6/2/1980,37,1,9843407306,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Johnny.Burton@yahoo.com,6/6/2004,20160101,20160115,6,97,11.12,76,14.3,113,10.62,286,36.04
540,'429017091900063,'267857055653427,415887903,Christine,Hughes,Female,12/7/1957,60,1,9845838952,PREPAID,koshi,Eastern,Sunsari,26.6276 N ,87.1822 E,Christine.Hughes@gmail.com,2/12/2007,20160101,20160126,0,112,42.99,99,15.12,146,7.13,357,65.24
541,'429012884709781,'812285745113247,196143481,Earl,Hill,Male,8/12/1980,37,1,9846488862,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Earl.Hill@gmail.com,12/4/2015,20160101,20160118,0,108,32.62,96,22.93,87,10.66,291,66.21
542,'429015878880917,'817959211796365,502847991,Frank,Gray,Male,11/13/1938,79,1,9849863459,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Frank.Gray@yahoo.com,8/24/2002,20160101,20160129,7,93,21.28,119,17.54,139,5.82,351,44.64
543,'429016561502365,'176274901023050,985454419,Brian,Graham,Male,11/3/1994,23,0,9847914470,PREPAID,Bagmati,Central,Kavrepalanchok,27.5259 N,85.5612 E,Brian.Graham@gmail.com,10/7/2010,20160101,20160128,7,125,40.77,111,18.26,81,6.45,317,65.48
544,'429015311021441,'206096483670419,395834491,Matthew,Gonzales,Male,3/11/1991,26,0,9841351998,PREPAID,Dhaulagiri,Western,Myagdi,28.6029 N,83.3362 E,Matthew.Gonzales@yahoo.com,12/12/2011,20160101,20160121,5,112,22.08,83,14.73,130,11.12,325,47.93
545,'429016847975931,'228776874468150,494756459,Chris,Richards,Male,3/23/2000,17,0,9848684561,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Chris.Richards@gmail.com,7/19/2016,20160101,20160126,0,67,36.7,108,18.45,130,15.43,305,70.58
546,'429012513750158,'154359754576687,349458044,Ruth,Burke,Female,12/27/1991,26,0,9851368660,POSTPAID,Mechi,Eastern,Jhapa ,26.6398 N,87.8942 E,Ruth.Burke@gmail.com,5/11/2009,20160101,20160114,6,117,31.21,72,21.82,79,8.04,268,61.07
547,'429011130962085,'909361725379238,121743813,Eric,Simpson,Male,7/12/1992,25,0,9851560818,POSTPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Eric.Simpson@gmail.com,4/9/2007,20160101,20160115,0,121,21.81,93,16.75,152,6.23,366,44.79
548,'429015969862974,'805771797681753,841711240,Brenda,Daniels,Female,9/8/1979,38,1,9843554971,PREPAID,seti,Far-Western,Bajhang ,29.7767 N,81.2519 E,Brenda.Daniels@hotmail.com,3/16/2009,20160101,20160130,0,76,21.13,112,23.55,115,11.28,303,55.96
549,'429014732581746,'169474721467701,133786486,Cheryl,Hudson,Female,9/6/1943,74,1,9846179801,PREPAID,Mechi,Eastern,Ilam,26.8760 N,87.9335 E,Cheryl.Hudson@gmail.com,2/10/2014,20160101,20160127,0,117,20.08,125,18.83,89,4.68,331,43.59
550,'429014569727006,'749253981944674,279889321,Ashley,Morrison,Female,6/6/1995,22,0,9849610000,PREPAID,Rapti,Mid-Western,Rukum,28.7434 N ,82.4753 E,Ashley.Morrison@hotmail.com,9/1/2011,20160101,20160112,0,85,26.79,92,16.5,86,10.42,263,53.71
551,'429016435062938,'594525025182931,677835524,Julia,Phillips,Female,7/6/1964,53,1,9849929889,PREPAID,Mechi,Eastern,Ilam,26.8760 N,87.9335 E,Julia.Phillips@gmail.com,3/3/2016,20160101,20160112,0,134,14.31,103,6.87,79,8.82,316,30
552,'429013739625336,'863027567198440,595518112,Anthony,Rice,Male,8/14/1991,26,0,9846235138,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Anthony.Rice@gmail.com,2/8/2013,20160101,20160117,7,128,24.87,80,13.81,109,5.82,317,44.5
553,'429013787046593,'257689852864423,789997863,Anthony,Peterson,Male,9/16/1983,34,1,9848064410,PREPAID,Gandaki,Western,Manang,28.6419 N,84.1857 E,Anthony.Peterson@yahoo.com,3/29/2015,20160101,20160129,0,108,43.33,135,20.67,95,8.59,338,72.59
554,'429018345048189,'367889930112736,154773738,Ryan,James,Male,5/8/1980,37,1,9842068260,PREPAID,koshi,Eastern,Dhankuta,26.9835 N,87.3215 E,Ryan.James@gmail.com,10/5/2007,20160101,20160123,6,105,39.32,108,14.59,136,3.05,349,56.96
555,'429014791782200,'388881143220133,660210509,Joe,Morales,Male,4/30/1975,42,1,9851979049,POSTPAID,Mahakali,Far-Western,Darchula,29.8812 N,80.7658 E,Joe.Morales@hotmail.com,4/15/2011,20160101,20160125,0,97,38.23,84,16,61,11.46,242,65.69
556,'429017360670509,'695724354827643,866870031,Mary,Hansen,Female,10/11/1994,23,0,9851584084,POSTPAID,Rapti,Mid-Western,Rolpa,28.3816 N ,82.6483 E,Mary.Hansen@hotmail.com,6/14/2010,20160101,20160110,10,127,13.29,108,21.54,100,11.48,335,46.31
557,'429011032241337,'829646901130277,260660527,Annie,Woods,Female,9/16/1962,55,1,9842793430,PREPAID,Bagmati,Central,Bhaktapur,27.6710 N,85.4298 E,Annie.Woods@gmail.com,12/30/2011,20160101,20160111,0,101,39.42,94,13.61,98,4.97,293,58
558,'429019168007871,'353634835200722,759354571,Kimberly,Perry,Female,1/16/1972,45,1,9843219338,PREPAID,Mahakali,Far-Western,Darchula,29.8812 N,80.7658 E,Kimberly.Perry@hotmail.com,10/25/2005,20160101,20160116,0,90,15.59,123,16.46,86,7.88,299,39.93
559,'429019701428841,'671332505828154,699625784,Antonio,Green,Male,5/13/1995,22,0,9849586563,PREPAID,Lumbini,Western,Nawalparasi,27.6498 N,83.8897 E,Antonio.Green@hotmail.com,7/20/2013,20160101,20160116,0,101,42.42,98,22.07,68,10.02,267,74.51
560,'429011197375512,'254371817206977,608779670,Lillian,Evans,Female,5/3/2001,16,0,9843465187,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Lillian.Evans@gmail.com,3/20/2016,20160101,20160122,0,86,34.37,93,18.43,99,10.77,278,63.57
561,'429019828312409,'283393655384843,157133780,Dorothy,Lawson,Female,5/22/1975,42,1,9846587100,PREPAID,Lumbini,Western,Nawalparasi,27.6498 N,83.8897 E,Dorothy.Lawson@hotmail.com,11/9/2010,20160101,20160120,0,77,30.46,99,17.91,58,12.46,234,60.83
562,'429016708570769,'458417970090792,537480473,Dorothy,Barnes,Female,8/2/1991,26,0,9851292107,POSTPAID,Lumbini,Western,Nawalparasi,27.6498 N,83.8897 E,Dorothy.Barnes@hotmail.com,12/19/2006,20160101,20160112,0,103,16.81,122,11.51,82,10.65,307,38.97
563,'429017366206081,'244819086729666,572539345,Lois,Foster,Female,7/20/1993,24,0,9851753759,POSTPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Lois.Foster@gmail.com,1/22/2015,20160101,20160118,7,88,32.35,89,16.53,109,11.54,286,60.42
564,'429019092969968,'723074729941461,902486942,Ryan,King,Male,8/30/1958,59,1,9851830858,POSTPAID,Mechi,Eastern,Jhapa ,26.6398 N,87.8942 E,Ryan.King@gmail.com,10/16/2014,20160101,20160121,0,63,25.84,131,22,109,11.84,303,59.68
565,'429016709654077,'634376982214713,328849940,Earl,Brooks,Male,9/16/1961,56,1,9851904068,POSTPAID,Dhaulagiri,Western,Mustang,28.9985 N,83.8473 E,Earl.Brooks@yahoo.com,6/28/2014,20160101,20160118,4,112,25.45,118,13.81,115,9.91,345,49.17
566,'429011216579054,'688121791584389,612686916,Henry,Stephens,Male,4/13/1954,63,1,9846152499,PREPAID,Mechi,Eastern,Ilam,26.8760 N,87.9335 E,Henry.Stephens@gmail.com,1/29/2002,20160101,20160129,0,117,22.12,61,16.66,123,6.27,301,45.05
